EmpId,Satisfaction,Evaluation,number_of_projects,average_montly_hours,time_spent_company,work_accident,Promotion,Department,Salary_INR,Churn,Employee_Satisfaction,Performance_Rating,Company_Tenure,Annual_Salary,Overtime_Hours,Attrition,Age,Training_Hours,Absenteeism_Days,Salary_Per_Experience,Overtime_Intensity,Engagement_Index,Performance_Index,Cluster,Segment
780220,7.6,8.6,5,223,5,1,0,Product_Mng,66881,1,7.6,8.6,5,66881,223,1,30,25,2.7875,11146.833333333334,1.39375,0.7362637362637362,0.78125,3,Needs Improvement
780221,4.3,5.0,2,135,3,0,0,Product_Mng,63399,1,4.3,5.0,3,63399,135,1,28,10,1.6875,15849.75,0.84375,0.37362637362637363,0.21874999999999997,1,Emerging Talent
780222,7.4,9.9,2,277,3,0,0,Information Technology,84371,1,7.4,9.9,3,84371,277,1,28,10,3.4625,21092.75,1.73125,0.7142857142857143,0.9843750000000001,1,Emerging Talent
780223,0.8999999999999999,7.7,5,275,4,0,0,Product_Mng,55954,1,0.8999999999999999,7.7,4,55954,275,1,29,25,3.4375,11190.8,1.71875,0.0,0.6406249999999999,3,Needs Improvement
780224,4.5,4.9,2,149,3,0,0,Product_Mng,150574,1,4.5,4.9,3,150574,149,1,28,10,1.8625,37643.5,0.93125,0.39560439560439564,0.20312500000000003,1,Emerging Talent
780225,0.8999999999999999,8.7,7,295,4,0,0,Product_Mng,36325,1,0.8999999999999999,8.7,4,36325,295,1,29,35,3.6875,7265.0,1.84375,0.0,0.7968749999999999,3,Needs Improvement
780226,1.1,9.7,6,277,4,0,0,Product_Mng,90642,1,1.1,9.7,4,90642,277,1,29,30,3.4625,18128.4,1.73125,0.021978021978021997,0.9531249999999999,3,Needs Improvement
780227,1.1,7.9,7,306,4,0,0,Product_Mng,72475,1,1.1,7.9,4,72475,306,1,29,35,3.825,14495.0,1.9125,0.021978021978021997,0.6718750000000001,3,Needs Improvement
780228,1.0,8.299999999999999,6,295,4,0,0,Product_Mng,44362,1,1.0,8.299999999999999,4,44362,295,1,29,30,3.6875,8872.4,1.84375,0.010989010989010999,0.7343749999999999,3,Needs Improvement
780229,4.0,5.4,2,137,3,0,0,Marketing,50613,1,4.0,5.4,3,50613,137,1,28,10,1.7125,12653.25,0.85625,0.34065934065934067,0.28125,1,Emerging Talent
780230,4.3,5.6000000000000005,2,157,3,0,0,Sales,28911,1,4.3,5.6000000000000005,3,28911,157,1,28,10,1.9625,7227.75,0.98125,0.37362637362637363,0.31250000000000006,1,Emerging Talent
780231,3.9,5.6000000000000005,2,142,3,0,0,Accounting,34114,1,3.9,5.6000000000000005,3,34114,142,1,28,10,1.775,8528.5,0.8875,0.32967032967032966,0.31250000000000006,1,Emerging Talent
780232,4.5,5.4,2,140,3,0,0,Support,16826,1,4.5,5.4,3,16826,140,1,28,10,1.75,4206.5,0.875,0.39560439560439564,0.28125,1,Emerging Talent
780233,3.8,4.9,2,151,3,0,0,Technical,29443,1,3.8,4.9,3,29443,151,1,28,10,1.8875,7360.75,0.94375,0.31868131868131866,0.20312500000000003,1,Emerging Talent
780234,7.9,5.9,4,139,3,0,1,Management,10638,1,7.9,5.9,3,10638,139,1,28,20,1.7375,2659.5,0.86875,0.7692307692307693,0.359375,1,Emerging Talent
780235,8.4,8.5,4,249,6,0,0,Marketing,30167,1,8.4,8.5,6,30167,249,1,31,20,3.1125,4309.571428571428,1.55625,0.8241758241758242,0.765625,3,Needs Improvement
780236,1.1,7.7,6,291,4,0,0,Marketing,14725,1,1.1,7.7,4,14725,291,1,29,30,3.6375,2945.0,1.81875,0.021978021978021997,0.6406249999999999,3,Needs Improvement
780237,1.1,8.7,6,305,4,0,0,Marketing,19229,1,1.1,8.7,4,19229,305,1,29,30,3.8125,3845.8,1.90625,0.021978021978021997,0.7968749999999999,3,Needs Improvement
780238,1.7000000000000002,8.4,5,232,3,0,0,Sales,35639,1,1.7000000000000002,8.4,3,35639,232,1,28,25,2.9,8909.75,1.45,0.08791208791208795,0.7500000000000001,1,Emerging Talent
780239,4.4,4.5,2,132,3,0,0,Sales,28478,1,4.4,4.5,3,28478,132,1,28,10,1.65,7119.5,0.825,0.3846153846153847,0.14062499999999997,1,Emerging Talent
780240,3.7,5.699999999999998,2,130,3,0,0,Sales,39378,1,3.7,5.699999999999998,3,39378,130,1,28,10,1.625,9844.5,0.8125,0.3076923076923077,0.3281249999999997,1,Emerging Talent
780241,1.0,7.9,6,291,4,0,0,Sales,10802,1,1.0,7.9,4,10802,291,1,29,30,3.6375,2160.4,1.81875,0.010989010989010999,0.6718750000000001,3,Needs Improvement
780242,4.0,5.0,2,130,3,0,0,Sales,13214,1,4.0,5.0,3,13214,130,1,28,10,1.625,3303.5,0.8125,0.34065934065934067,0.21874999999999997,1,Emerging Talent
780243,8.9,10.0,5,246,5,0,0,Sales,14470,1,8.9,10.0,5,14470,246,1,30,25,3.075,2411.6666666666665,1.5375,0.8791208791208791,1.0,3,Needs Improvement
780244,4.2,4.8,2,143,3,0,0,Sales,15762,1,4.2,4.8,3,15762,143,1,28,10,1.7875,3940.5,0.89375,0.3626373626373627,0.18749999999999994,1,Emerging Talent
780245,4.6000000000000005,5.5,2,129,3,0,0,Sales,10580,1,4.6000000000000005,5.5,3,10580,129,1,28,10,1.6125,2645.0,0.80625,0.4065934065934067,0.29687499999999994,1,Emerging Talent
780246,0.8999999999999999,8.299999999999999,6,255,4,0,0,Sales,12288,1,0.8999999999999999,8.299999999999999,4,12288,255,1,29,30,3.1875,2457.6,1.59375,0.0,0.7343749999999999,3,Needs Improvement
780247,3.7,5.1,2,155,3,0,0,Sales,10716,1,3.7,5.1,3,10716,155,1,28,10,1.9375,2679.0,0.96875,0.3076923076923077,0.23437499999999992,1,Emerging Talent
780248,1.0,7.7,6,265,4,0,0,Sales,21742,1,1.0,7.7,4,21742,265,1,29,30,3.3125,4348.4,1.65625,0.010989010989010999,0.6406249999999999,3,Needs Improvement
780249,1.0,8.4,6,279,4,0,0,Sales,28143,1,1.0,8.4,4,28143,279,1,29,30,3.4875,5628.6,1.74375,0.010989010989010999,0.7500000000000001,3,Needs Improvement
780250,1.1,9.7,6,284,4,0,0,Sales,16870,1,1.1,9.7,4,16870,284,1,29,30,3.55,3374.0,1.775,0.021978021978021997,0.9531249999999999,3,Needs Improvement
780251,9.0,10.0,5,221,6,0,0,Sales,84350,1,9.0,10.0,6,84350,221,1,31,25,2.7625,12050.0,1.38125,0.8901098901098901,1.0,3,Needs Improvement
780252,3.8,5.2,2,154,3,0,0,Sales,63139,1,3.8,5.2,3,63139,154,1,28,10,1.925,15784.75,0.9625,0.31868131868131866,0.25,1,Emerging Talent
780253,3.6,5.2,2,147,3,0,0,Sales,48154,1,3.6,5.2,3,48154,147,1,28,10,1.8375,12038.5,0.91875,0.29670329670329676,0.25,1,Emerging Talent
780254,4.2,4.6000000000000005,2,150,3,0,0,Sales,83262,1,4.2,4.6000000000000005,3,83262,150,1,28,10,1.875,20815.5,0.9375,0.3626373626373627,0.15625000000000006,1,Emerging Talent
780255,0.8999999999999999,9.4,7,267,4,0,0,Sales,69508,1,0.8999999999999999,9.4,4,69508,267,1,29,35,3.3375,13901.6,1.66875,0.0,0.9062500000000001,3,Needs Improvement
780256,4.3,5.2,2,158,3,0,0,Sales,59208,1,4.3,5.2,3,59208,158,1,28,10,1.975,14802.0,0.9875,0.37362637362637363,0.25,1,Emerging Talent
780257,2.4,4.6000000000000005,7,224,5,0,0,Accounting,91632,1,2.4,4.6000000000000005,5,91632,224,1,30,35,2.8,15272.0,1.4,0.16483516483516483,0.15625000000000006,3,Needs Improvement
780258,9.1,10.0,4,257,5,0,0,Accounting,72996,1,9.1,10.0,5,72996,257,1,30,20,3.2125,12166.0,1.60625,0.901098901098901,1.0,3,Needs Improvement
780259,4.4,5.0,2,148,3,0,0,Accounting,98358,1,4.4,5.0,3,98358,148,1,28,10,1.85,24589.5,0.925,0.3846153846153847,0.21874999999999997,1,Emerging Talent
780260,7.1,8.7,3,177,4,0,0,Human Resources,86475,1,7.1,8.7,4,86475,177,1,29,15,2.2125,17295.0,1.10625,0.6813186813186812,0.7968749999999999,3,Needs Improvement
780261,4.0,4.9,2,155,3,0,0,Human Resources,48462,1,4.0,4.9,3,48462,155,1,28,10,1.9375,12115.5,0.96875,0.34065934065934067,0.20312500000000003,1,Emerging Talent
780262,4.3,4.699999999999998,2,144,3,0,0,Human Resources,90955,1,4.3,4.699999999999998,3,90955,144,1,28,10,1.8,22738.75,0.9,0.37362637362637363,0.17187499999999972,1,Emerging Talent
780263,0.8999999999999999,8.5,6,289,4,0,0,Human Resources,129266,1,0.8999999999999999,8.5,4,129266,289,1,29,30,3.6125,25853.2,1.80625,0.0,0.765625,3,Needs Improvement
780264,4.3,5.2,2,160,3,0,0,Technical,11217,1,4.3,5.2,3,11217,160,1,28,10,2.0,2804.25,1.0,0.37362637362637363,0.25,1,Emerging Talent
780265,9.0,9.6,4,258,5,0,0,Technical,46013,1,9.0,9.6,5,46013,258,1,30,20,3.225,7668.833333333333,1.6125,0.8901098901098901,0.9375,3,Needs Improvement
780266,8.4,10.0,5,234,5,0,0,Technical,43063,1,8.4,10.0,5,43063,234,1,30,25,2.925,7177.166666666667,1.4625,0.8241758241758242,1.0,3,Needs Improvement
780267,3.7,4.8,2,137,3,0,0,Technical,56287,1,3.7,4.8,3,56287,137,1,28,10,1.7125,14071.75,0.85625,0.3076923076923077,0.18749999999999994,1,Emerging Talent
780268,8.6,6.800000000000002,5,263,2,0,0,Technical,89557,1,8.6,6.800000000000002,2,89557,263,1,27,25,3.2875,29852.333333333332,1.64375,0.8461538461538461,0.5000000000000002,1,Emerging Talent
780269,1.1,8.4,6,251,4,0,0,Technical,18413,1,1.1,8.4,4,18413,251,1,29,30,3.1375,3682.6,1.56875,0.021978021978021997,0.7500000000000001,3,Needs Improvement
780270,3.7,5.699999999999998,2,133,3,0,0,Technical,26920,1,3.7,5.699999999999998,3,26920,133,1,28,10,1.6625,6730.0,0.83125,0.3076923076923077,0.3281249999999997,1,Emerging Talent
780271,4.0,4.6000000000000005,2,132,3,0,0,Technical,24930,1,4.0,4.6000000000000005,3,24930,132,1,28,10,1.65,6232.5,0.825,0.34065934065934067,0.15625000000000006,1,Emerging Talent
780272,1.4,6.2,4,158,4,1,0,Technical,30629,1,1.4,6.2,4,30629,158,1,29,20,1.975,6125.8,0.9875,0.054945054945054944,0.40625,3,Needs Improvement
780273,4.0,4.6000000000000005,2,135,3,0,0,Technical,39462,1,4.0,4.6000000000000005,3,39462,135,1,28,10,1.6875,9865.5,0.84375,0.34065934065934067,0.15625000000000006,1,Emerging Talent
780274,7.5,10.0,4,216,6,0,0,Technical,37235,1,7.5,10.0,6,37235,216,1,31,20,2.7,5319.285714285715,1.35,0.7252747252747253,1.0,3,Needs Improvement
780275,1.1,8.4,6,300,5,1,0,Support,36452,1,1.1,8.4,5,36452,300,1,30,30,3.75,6075.333333333333,1.875,0.021978021978021997,0.7500000000000001,3,Needs Improvement
780276,4.6000000000000005,4.9,2,138,3,0,0,Support,37037,1,4.6000000000000005,4.9,3,37037,138,1,28,10,1.725,9259.25,0.8625,0.4065934065934067,0.20312500000000003,1,Emerging Talent
780277,1.1,9.2,6,260,4,0,0,Support,37035,1,1.1,9.2,4,37035,260,1,29,30,3.25,7407.0,1.625,0.021978021978021997,0.8749999999999999,3,Needs Improvement
780278,3.8,4.9,2,132,3,0,0,Support,23854,1,3.8,4.9,3,23854,132,1,28,10,1.65,5963.5,0.825,0.31868131868131866,0.20312500000000003,1,Emerging Talent
780279,7.0,8.9,3,183,5,0,0,Support,14957,1,7.0,8.9,5,14957,183,1,30,15,2.2875,2492.8333333333335,1.14375,0.6703296703296703,0.8281250000000001,3,Needs Improvement
780280,0.8999999999999999,8.2,6,250,4,0,0,Support,29630,1,0.8999999999999999,8.2,4,29630,250,1,29,30,3.125,5926.0,1.5625,0.0,0.7187499999999999,3,Needs Improvement
780281,3.7,4.5,2,151,3,0,0,Support,31851,1,3.7,4.5,3,31851,151,1,28,10,1.8875,7962.75,0.94375,0.3076923076923077,0.14062499999999997,1,Emerging Talent
780282,1.0,8.299999999999999,6,292,4,0,0,Support,13603,1,1.0,8.299999999999999,4,13603,292,1,29,30,3.65,2720.6,1.825,0.010989010989010999,0.7343749999999999,3,Needs Improvement
780283,3.8,5.699999999999998,2,140,3,0,0,Support,19254,1,3.8,5.699999999999998,3,19254,140,1,28,10,1.75,4813.5,0.875,0.31868131868131866,0.3281249999999997,1,Emerging Talent
780284,9.0,10.0,5,221,5,0,0,Support,32522,1,9.0,10.0,5,32522,221,1,30,25,2.7625,5420.333333333333,1.38125,0.8901098901098901,1.0,3,Needs Improvement
780285,4.4,5.1,2,138,3,0,0,Support,31146,1,4.4,5.1,3,31146,138,1,28,10,1.725,7786.5,0.8625,0.3846153846153847,0.23437499999999992,1,Emerging Talent
780286,3.6,5.0,2,132,3,0,0,Technical,27343,1,3.6,5.0,3,27343,132,1,28,10,1.65,6835.75,0.825,0.29670329670329676,0.21874999999999997,1,Emerging Talent
780287,3.1,8.4,7,133,5,0,0,Technical,35740,1,3.1,8.4,5,35740,133,1,30,35,1.6625,5956.666666666667,0.83125,0.2417582417582418,0.7500000000000001,3,Needs Improvement
780288,1.0,8.4,6,283,4,1,0,Technical,18394,1,1.0,8.4,4,18394,283,1,29,30,3.5375,3678.8,1.76875,0.010989010989010999,0.7500000000000001,3,Needs Improvement
780289,4.2,4.8,2,129,3,0,0,Management,30446,1,4.2,4.8,3,30446,129,1,28,10,1.6125,7611.5,0.80625,0.3626373626373627,0.18749999999999994,1,Emerging Talent
780290,7.4,10.0,4,249,5,0,0,Information Technology,19538,1,7.4,10.0,5,19538,249,1,30,20,3.1125,3256.3333333333335,1.55625,0.7142857142857143,1.0,3,Needs Improvement
780291,7.3,8.7,5,257,5,0,0,Information Technology,10125,1,7.3,8.7,5,10125,257,1,30,25,3.2125,1687.5,1.60625,0.7032967032967034,0.7968749999999999,3,Needs Improvement
780292,0.8999999999999999,9.6,6,245,4,0,0,Information Technology,21152,1,0.8999999999999999,9.6,4,21152,245,1,29,30,3.0625,4230.4,1.53125,0.0,0.9375,3,Needs Improvement
780293,4.5,5.300000000000002,2,155,3,0,0,Information Technology,31644,1,4.5,5.300000000000002,3,31644,155,1,28,10,1.9375,7911.0,0.96875,0.39560439560439564,0.2656250000000002,1,Emerging Talent
